,long,lat,elev,rt_num,class,intensity,geometry,cluster_label
6089,83222.901,439662.518,4636,1,6,162,POINT (4.343340070506068 51.940780348622134),3
6090,83222.964,439662.816,4530,1,6,181,POINT (4.343340924330857 51.940783034885676),3
6091,83221.796,439656.192,6754,1,6,151,POINT (4.343325324305559 51.940723354113025),3
6092,83221.86,439656.563,6894,1,6,167,POINT (4.343326177420762 51.940726696557824),3
6093,83221.922,439656.912,6992,1,6,226,POINT (4.3433270060499165 51.94072984103015),3
6094,83221.98,439657.246,7099,1,6,293,POINT (4.343327779649241 51.940732850180844),3
6095,83222.048,439657.552,6950,1,6,253,POINT (4.34332870450533 51.94073560898611),3
6096,83222.115,439657.873,6852,1,6,217,POINT (4.343329611687506 51.940738502467504),3
6097,83222.186,439658.208,6731,1,6,186,POINT (4.343330574108638 51.94074152228348),3
6098,83222.249,439658.507,6630,1,6,202,POINT (4.343331427723254 51.9407442175341),3
6099,83222.32,439658.84,6527,1,6,177,POINT (4.343332390562393 51.94074721937604),3
6100,83222.382,439659.138,6440,1,6,197,POINT (4.343333229845306 51.940749905510586),3
6101,83222.446,439659.452,6373,1,6,185,POINT (4.343334094867819 51.940752735695504),3
6102,83222.51,439659.749,6266,1,6,186,POINT (4.343334963441418 51.940755413101215),3
6103,83222.58,439660.089,6182,1,6,172,POINT (4.343335910278058 51.940758477723094),3
6104,83222.649,439660.396,6005,1,6,180,POINT (4.3433368494670885 51.94076124564441),3
6105,83222.711,439660.748,6085,1,6,12,POINT (4.343337677470969 51.9407644170777),3
6106,83222.73,439660.564,5134,2,6,200,POINT (4.343337992180289 51.94076276591992),3
6107,83222.797,439660.885,5040,1,6,166,POINT (4.3433388993636 51.94076565940123),3
6108,83222.863,439661.193,4921,1,6,169,POINT (4.34333979472166 51.94076843592225),3
6109,83222.924,439661.49,4846,1,6,132,POINT (4.343340619673476 51.94077111294057),3
6110,83222.991,439661.799,4726,1,6,162,POINT (4.343341529363677 51.9407738985777),3
6111,83223.059,439662.122,4614,1,6,145,POINT (4.343342450670485 51.94077681016209),3
6112,83223.13,439662.462,4518,1,6,174,POINT (4.343343412048887 51.94077987491303),3
6113,83223.194,439662.763,4415,1,6,174,POINT (4.343344279788039 51.94078258826673),3
6114,83222.056,439656.188,6905,1,6,219,POINT (4.343329105746958 51.940723351731165),3
6115,83222.119,439656.564,7064,1,6,278,POINT (4.343329943277237 51.94072673898195),3
6116,83222.184,439656.896,7051,1,6,296,POINT (4.34333081908003 51.94072973106229),3
6117,83222.251,439657.206,6913,1,6,262,POINT (4.343331728559923 51.94073252568651),3
6118,83222.317,439657.517,6816,1,6,212,POINT (4.343332623290249 51.94073532916862),3
6119,83222.38,439657.815,6723,1,6,167,POINT (4.343333477113754 51.94073801543226),3
6120,83222.446,439658.124,6608,1,6,195,POINT (4.343334372262061 51.94074080094034),3
6121,83222.514,439658.446,6513,1,6,188,POINT (4.3433352937766205 51.94074370353778),3
6122,83222.584,439658.784,6410,1,6,162,POINT (4.343336241030802 51.94074675018565),3
6123,83222.646,439659.081,6318,1,6,200,POINT (4.343337080522818 51.94074942733315),3
6124,83222.718,439659.424,6238,1,6,199,POINT (4.3433380558144385 51.94075251917428),3
6125,83222.78,439659.716,6130,1,6,184,POINT (4.343338896351071 51.940755151386675),3
6126,83222.847,439660.008,5942,1,6,193,POINT (4.343339809591811 51.94075778424453),3
6127,83222.924,439660.158,5101,1,6,177,POINT (4.343340897901652 51.94075914223734),3
6128,83222.995,439660.499,4993,1,6,181,POINT (4.343341859070699 51.94076221597532),3
6129,83223.062,439660.823,4898,1,6,142,POINT (4.343342765627607 51.94076513641765),3
6130,83223.128,439661.134,4789,1,6,153,POINT (4.343343660359261 51.94076793989967),3
6131,83223.196,439661.462,4702,1,6,151,POINT (4.343344580621689 51.94077089641913),3
6132,83223.262,439661.769,4584,1,6,170,POINT (4.343345476189083 51.940773663953074),3
6133,83223.324,439662.07,4513,1,6,208,POINT (4.343346314846624 51.94077637704856),3
6134,83223.391,439662.38,4397,1,6,162,POINT (4.343347224328404 51.9407791716726),3
6135,83223.459,439662.702,4296,1,6,165,POINT (4.343348145844566 51.94078207426995),3
6136,83222.347,439656.177,7083,1,6,227,POINT (4.343333339415072 51.94072329044227),3
6137,83222.41,439656.471,6974,1,6,243,POINT (4.34333419407392 51.940725940757815),3
6138,83222.48,439656.808,6884,1,6,209,POINT (4.343335141536545 51.94072897841872),3
6139,83222.548,439657.128,6773,1,6,190,POINT (4.343336063468678 51.94073186304213),3
6140,83222.613,439657.441,6687,1,6,129,POINT (4.3433369432407085 51.940734684369154),3
6141,83222.682,439657.764,6570,1,6,156,POINT (4.343337879087226 51.94073759608266),3
6142,83222.748,439658.071,6458,1,6,176,POINT (4.343338774653557 51.94074036361669),3
6143,83222.81,439658.37,6378,1,6,214,POINT (4.343339613727847 51.94074305873818),3
6144,83222.874,439658.677,6278,1,6,200,POINT (4.343340480212792 51.94074582601396),3
6145,83222.942,439659.01,6216,1,6,170,POINT (4.3433413994301695 51.94074882746856),3
6146,83223.014,439659.334,6050,1,6,202,POINT (4.3433423786907905 51.94075174855638),3
6147,83223.076,439659.635,5977,1,6,53,POINT (4.343343217347745 51.94075446165187),3
6148,83223.093,439659.466,5115,2,6,91,POINT (4.343343499841996 51.940752945041126),3
6149,83223.163,439659.808,5038,1,6,205,POINT (4.34334444626141 51.94075602763699),3
6150,83223.226,439660.107,4930,1,6,165,POINT (4.343345299877128 51.940758722887495),3
6151,83223.292,439660.422,4842,1,6,159,POINT (4.343346193773298 51.940761562317576),3
6152,83223.354,439660.715,4731,1,6,216,POINT (4.343347034101692 51.94076420351694),3
6153,83223.425,439661.052,4627,1,6,154,POINT (4.34334799610678 51.940767241306766),3
6154,83223.492,439661.379,4549,1,6,121,POINT (4.343348902037551 51.940770188710104),3
6155,83223.558,439661.694,4457,1,6,167,POINT (4.343349795934171 51.94077302814012),3
6156,83223.626,439662.017,4360,1,6,172,POINT (4.343350717241498 51.94077593972445),3
6157,83223.693,439662.33,4239,1,6,119,POINT (4.3433516260969105 51.94077876130957),3
6158,83223.755,439662.629,4155,1,6,165,POINT (4.343352465172674 51.94078145643095),3
6159,83222.636,439656.122,6917,1,6,300,POINT (4.343337553192332 51.94072283346636),3
6160,83222.699,439656.423,6834,1,6,232,POINT (4.3433384063892575 51.94072554669099),3
6161,83222.765,439656.74,6738,1,6,187,POINT (4.343339299866584 51.94072840409512),3
6162,83222.828,439657.035,6644,1,6,186,POINT (4.343340154317001 51.94073106339766),3
6163,83222.898,439657.375,6548,1,6,186,POINT (4.343341101153494 51.940734128019535),3
6164,83222.966,439657.693,6438,1,6,162,POINT (4.343342023503873 51.94073699466886),3
6165,83223.031,439658.002,6349,1,6,206,POINT (4.343342904111894 51.940739780047785),3
6166,83223.098,439658.322,6244,1,6,177,POINT (4.343343811503944 51.94074266454206),3
6167,83223.164,439658.633,6138,1,6,207,POINT (4.343344706235225 51.94074546802405),3
6168,83223.23,439658.919,5950,1,6,207,POINT (4.343345606188588 51.94074804683075),3
6169,83223.31,439659.079,5086,1,6,203,POINT (4.343346736031982 51.94074949508093),3
6170,83223.378,439659.403,4988,1,6,205,POINT (4.34334765712976 51.9407524156523),3
6171,83223.448,439659.738,4875,1,6,199,POINT (4.343348605011598 51.94075543533906),3
6172,83223.511,439660.032,4771,1,6,191,POINT (4.343349459671946 51.940758085654494),3
6173,83223.582,439660.368,4676,1,6,135,POINT (4.3433504218859476 51.94076111445731),3
6174,83223.644,439660.664,4570,1,6,159,POINT (4.343351261587949 51.9407637826177),3
6175,83223.709,439660.981,4490,1,6,152,POINT (4.343352140526033 51.94076663989263),3
6176,83223.773,439661.287,4407,1,6,170,POINT (4.343353007221076 51.94076939818134),3
6177,83223.843,439661.631,4327,1,6,186,POINT (4.343353953223725 51.94077249875113),3
6178,83223.912,439661.95,4213,1,6,117,POINT (4.343354889907628 51.940775374516484),3
6179,83223.978,439662.262,4099,1,6,158,POINT (4.34335578443136 51.94077818698543),3
6180,83224.045,439662.579,3993,1,6,193,POINT (4.343356692451629 51.94078104451852),3
6183,83222.986,439656.022,6752,1,6,225,POINT (4.343342663357358 51.940721979949664),3
6184,83223.05,439656.326,6671,1,6,166,POINT (4.343343530468733 51.940724720264384),3
6185,83223.12,439656.66,6564,1,6,167,POINT (4.343344478558602 51.94072773096417),3
6186,83223.183,439656.954,6450,1,6,383,POINT (4.343345333218191 51.94073038127965),3
6188,83223.31,439657.562,6279,1,6,278,POINT (4.343347052900894 51.94073586177997),3
6189,83223.38,439657.899,6187,1,6,130,POINT (4.343348000364591 51.94073889944073),3
6190,83223.451,439658.206,5992,1,6,207,POINT (4.343348968635561 51.94074166762015),3
6191,83223.513,439658.549,6048,1,6,8,POINT (4.34334979851985 51.94074475817022),3
6192,83223.531,439658.363,5115,2,6,212,POINT (4.343350099105541 51.9407430889093),3
6193,83223.599,439658.689,5015,1,6,174,POINT (4.3433510197856515 51.94074602745468),3
6194,83223.665,439659.003,4910,1,6,147,POINT (4.343351913890815 51.940748857897695),3
6195,83223.727,439659.299,4825,1,6,206,POINT (4.343352753592679 51.94075152605806),3
6196,83223.794,439659.609,4713,1,6,174,POINT (4.343353663074369 51.94075432068209),3
6197,83223.862,439659.924,4592,1,6,165,POINT (4.343354586052589 51.940757160370296),3
6198,83223.933,439660.267,4506,1,6,201,POINT (4.343355546804776 51.940760252082164),3
6199,83223.995,439660.566,4406,1,6,157,POINT (4.343356385880437 51.94076294720356),3
6200,83224.065,439660.908,4322,1,6,154,POINT (4.3433573323009425 51.9407660297993),3
6201,83224.129,439661.21,4228,1,6,140,POINT (4.343358199831798 51.94076875213992),3
6202,83224.194,439661.525,4146,1,6,154,POINT (4.343359079188171 51.94077159144079),3
6203,83224.257,439661.82,4039,1,6,179,POINT (4.343359933640562 51.94077425074315),3
6204,83224.331,439662.137,3822,1,6,236,POINT (4.343360943446685 51.940777109179905),3
6208,83223.422,439656.249,6474,1,6,158,POINT (4.343348955727095 51.94072407628897),3
6213,83223.754,439657.834,5999,1,6,35,POINT (4.343353452199668 51.940738363567476),3
6214,83223.769,439657.665,5152,2,6,107,POINT (4.343353705611877 51.94073684669848),3
6215,83223.832,439657.961,5047,1,6,134,POINT (4.343354559854427 51.94073951498794),3
6216,83223.904,439658.294,4920,1,6,157,POINT (4.343355537235812 51.9407425169588),3
6217,83223.971,439658.617,4832,1,6,193,POINT (4.343356444002099 51.94074542841397),3
6218,83224.039,439658.933,4731,1,6,177,POINT (4.343357366771439 51.94074827708916),3
6219,83224.106,439659.252,4614,1,6,195,POINT (4.343358274373465 51.94075115259631),3
6220,83224.173,439659.566,4521,1,6,170,POINT (4.343359183019987 51.94075398316837),3
6221,83224.236,439659.861,4404,1,6,154,POINT (4.343360037472056 51.94075664247076),3
6222,83224.301,439660.179,4334,1,6,193,POINT (4.3433609162016875 51.94075950873263),3
6223,83224.368,439660.499,4229,1,6,188,POINT (4.343361823595288 51.94076239322676),3
6224,83224.439,439660.84,4131,1,6,140,POINT (4.343362784765835 51.940765466964585),3
6225,83224.502,439661.14,4030,1,6,174,POINT (4.3433636381739555 51.94076817120201),3
6226,83224.576,439661.457,3826,1,6,170,POINT (4.343364647980178 51.940771029638725),3
6228,83224.711,439662.023,3376,1,6,103,POINT (4.34336649276598 51.94077613371693),3
6230,83224.777,439662.283,3085,1,6,142,POINT (4.343367398151943 51.94077847886103),3
6233,83223.77,439656.178,6289,1,6,165,POINT (4.343354030753034 51.940723483137),3
6234,83223.835,439656.496,6235,1,6,133,POINT (4.343354909481647 51.94072634939894),3
6238,83224.109,439657.763,5698,1,6,137,POINT (4.34335862901274 51.94073777131899),3
6239,83224.186,439657.915,4890,1,6,288,POINT (4.343359716904918 51.94073914728569),3
6240,83224.252,439658.223,4760,1,6,192,POINT (4.343360612263751 51.94074192380654),3
6241,83224.316,439658.524,4669,1,6,184,POINT (4.343361480003225 51.9407446371601),3
6242,83224.386,439658.857,4547,1,6,224,POINT (4.343362428303585 51.94074763887269),3
6243,83224.455,439659.179,4438,1,6,200,POINT (4.343363364360897 51.94075054159905),3
6244,83224.521,439659.494,4349,1,6,207,POINT (4.34336425825805 51.94075338102897),3
6245,83224.588,439659.814,4250,1,6,186,POINT (4.343365165651743 51.94075626552307),3
6246,83224.654,439660.133,4167,1,6,165,POINT (4.343366058713625 51.94075914090104),3
6247,83224.717,439660.426,4049,1,6,170,POINT (4.343366913583946 51.94076178222934),3
6248,83224.783,439660.742,3942,1,6,139,POINT (4.343367807272669 51.940764630646285),3
6249,83224.852,439661.066,3848,1,6,46,POINT (4.343368742912927 51.940767551346575),3
6254,83225.121,439662.323,3367,1,6,359,POINT (4.343372391835569 51.94077888275051),3
6259,83224.047,439656.142,6144,1,6,230,POINT (4.3433580660719535 51.94072319536446),3
6260,83224.109,439656.51,6318,1,6,37,POINT (4.343358890734631 51.94072651058982),3
6267,83224.53,439658.196,4631,1,6,184,POINT (4.34336466024521 51.94074171704601),3
6268,83224.593,439658.494,4528,1,6,174,POINT (4.343365514070752 51.940744403309374),3
6269,83224.659,439658.803,4417,1,6,200,POINT (4.3433664092211695 51.94074718881722),3
6270,83224.721,439659.099,4332,1,6,174,POINT (4.343367248923866 51.94074985697747),3
6271,83224.792,439659.432,4210,1,6,186,POINT (4.3433682117655215 51.94075285881912),3
6272,83224.86,439659.761,4135,1,6,147,POINT (4.343369131820391 51.940755824325436),3
6273,83224.927,439660.07,4018,1,6,205,POINT (4.343370041512062 51.940758609962316),3
6274,83224.996,439660.377,3815,1,6,177,POINT (4.343370980703198 51.94076137788335),3
6280,83225.391,439662.292,3374,1,6,211,POINT (4.343376324329322 51.94077863900876),-1
6287,83224.323,439656.075,6021,1,6,192,POINT (4.343362093325169 51.94072262886524),3
6288,83224.389,439656.391,5927,1,6,190,POINT (4.3433629870128225 51.94072547728218),3
6290,83224.457,439656.715,5825,2,6,112,POINT (4.343363908111178 51.94072839785343),3
6294,83224.585,439657.324,5647,3,6,100,POINT (4.343365642127994 51.94073388746963),3
6295,83224.65,439657.637,5567,1,6,360,POINT (4.343366521901921 51.94073670879642),3
6296,83224.718,439657.953,5433,1,6,231,POINT (4.343367444671724 51.94073955747152),3
6297,83224.806,439658.13,4501,1,6,248,POINT (4.343368687291133 51.94074115953356),3
6298,83224.87,439658.425,4381,1,6,181,POINT (4.343369556284327 51.940743818965004),3
6299,83224.941,439658.763,4266,1,6,235,POINT (4.343370518081639 51.94074686574165),3
6300,83225.004,439659.06,4179,1,6,174,POINT (4.3433713721165 51.940749543018015),3
6301,83225.069,439659.371,4070,1,6,183,POINT (4.343372252308836 51.94075234637073),3
6302,83225.131,439659.671,3999,1,6,142,POINT (4.343373091176479 51.940755050479),3
6303,83225.204,439659.995,3823,1,6,159,POINT (4.343374084980099 51.94075797169563),3
6317,83224.581,439656.02,5904,1,6,207,POINT (4.343365856337542 51.9407221678863),3
6318,83224.651,439656.353,5779,1,6,142,POINT (4.343366804637729 51.940725169598856),3
6319,83224.719,439656.677,5685,1,6,206,POINT (4.343367725736323 51.94072809017009),3
6320,83224.784,439656.989,5595,1,6,235,POINT (4.343368605719145 51.94073090250986),3
6321,83224.853,439657.318,5513,1,6,226,POINT (4.343369540314398 51.94073386814526),3
6322,83224.919,439657.633,5423,1,6,170,POINT (4.343370434211619 51.940736707575134),3
6323,83224.982,439657.93,5311,1,6,218,POINT (4.343371288246284 51.94073938485148),3
6324,83225.047,439658.242,5225,1,6,36,POINT (4.343372168229547 51.940742197191206),3
6325,83225.06,439658.108,4552,2,6,82,POINT (4.343372385248977 51.9407409946095),3
6326,83225.131,439658.393,4259,1,6,140,POINT (4.343373358116708 51.94074356507442),3
6327,83225.201,439658.733,4172,1,6,181,POINT (4.343374304955728 51.94074662969604),3
6328,83225.265,439659.029,4052,1,6,285,POINT (4.343375173740485 51.94074929811442),3
6329,83225.338,439659.348,3863,1,6,214,POINT (4.343376168588478 51.940752174395996),3
6330,83225.4,439659.664,3840,1,6,30,POINT (4.3433770041143935 51.94075502229646),3
6335,83225.712,439660.498,1153,1,6,282,POINT (4.343381366645593 51.94076255774405),3
6336,83225.777,439660.834,1147,1,6,134,POINT (4.3433822416170065 51.940765585772084),3
6346,83224.828,439656.015,5779,1,6,141,POINT (4.343369448957432 51.94072215483792),3
6347,83224.891,439656.311,5678,1,6,172,POINT (4.3433703032006425 51.94072482312724),3
6348,83224.956,439656.62,5566,1,6,191,POINT (4.343371183810185 51.94072760850594),3
6349,83225.026,439656.945,5455,1,6,209,POINT (4.343372133781828 51.94073053832237),3
6350,83225.096,439657.284,5367,1,6,204,POINT (4.34337308082937 51.94073359395696),3
6351,83225.158,439657.58,5268,1,6,162,POINT (4.343373920532214 51.94073626211716),3
6352,83225.229,439657.922,5185,1,6,184,POINT (4.343374881494172 51.94073934484191),3
6353,83225.291,439658.213,5076,1,6,191,POINT (4.343375722241593 51.940741968067044),3
6354,83225.372,439658.369,4169,1,6,257,POINT (4.343376867462098 51.94074338049796),3
6355,83225.436,439658.662,4047,1,6,212,POINT (4.343377736873563 51.9407460219553),3
6356,83225.509,439658.976,3821,1,6,259,POINT (4.3433787327660145 51.940748853301784),3
6358,83225.691,439659.137,1167,1,6,102,POINT (4.343381345563302 51.940750323706276),3
6359,83225.758,439659.484,1170,1,6,136,POINT (4.3433822473185 51.94075345084965),3
6360,83225.822,439659.814,1156,1,6,117,POINT (4.343383109002227 51.9407564248265),3
6361,83225.883,439660.133,1146,1,6,119,POINT (4.343383929361242 51.94075929955888),3
6362,83225.947,439660.468,1158,1,6,187,POINT (4.343384790000834 51.94076231847077),3
6364,83226.012,439660.823,1209,2,6,112,POINT (4.343385661003926 51.940765517252004),3
6373,83225.113,439656.266,5561,1,6,147,POINT (4.343373540655861 51.94072444737075),3
6374,83225.178,439656.572,5439,1,6,188,POINT (4.343374421892215 51.94072720578837),3
6375,83225.241,439656.874,5356,1,6,223,POINT (4.343375274882581 51.9407299279998),3
6376,83225.306,439657.182,5264,1,6,212,POINT (4.343376155701401 51.94073270439145),3
6377,83225.374,439657.509,5178,1,6,179,POINT (4.343377076174138 51.940735651923646),3
6378,83225.444,439657.843,5065,1,6,177,POINT (4.343378024266482 51.94073866262315),3
6379,83225.508,439658.146,4971,1,6,177,POINT (4.343378891589203 51.940741393950596),3
6381,83225.659,439658.595,3823,1,6,345,POINT (4.343380993466232 51.940745448613406),3
6382,83225.772,439658.426,1257,1,6,110,POINT (4.343382671875822 51.940743944395564),3
6383,83225.834,439658.72,1171,1,6,146,POINT (4.343383511997169 51.94074659458173),3
6384,83225.904,439659.086,1180,1,6,120,POINT (4.3433844534062915 51.94074989286562),3
6385,83225.97,439659.426,1163,1,6,138,POINT (4.343385342082993 51.94075295697075),3
